#Postnummer	Sted	Kommunenummer	Kommunenavn	Fylkesnummer	Fylkesnavn
7580	SELBU	1664	Selbu	16	Sør-Trøndelag
7581	SELBU	1664	Selbu	16	Sør-Trøndelag
7583	SELBU	1664	Selbu	16	Sør-Trøndelag
7584	SELBUSTRAND	1664	Selbu	16	Sør-Trøndelag
7586	SELBUSTRAND	1664	Selbu	16	Sør-Trøndelag
7590	TYDAL	1665	Tydal	16	Sør-Trøndelag
7591	TYDAL	1665	Tydal	16	Sør-Trøndelag
7596	FLAKNAN	1664	Selbu	16	Sør-Trøndelag
7600	LEVANGER	1719	Levanger	17	Nord-Trøndelag
7601	LEVANGER	1719	Levanger	17	Nord-Trøndelag
7610	LEVANGER	1719	Levanger	17	Nord-Trøndelag
7619	SKOGN	1719	Levanger	17	Nord-Trøndelag
7620	SKOGN	1719	Levanger	17	Nord-Trøndelag
7622	MARKABYGDA	1719	Levanger	17	Nord-Trøndelag
7623	RONGLAN	1719	Levanger	17	Nord-Trøndelag
7624	EKNE	1719	Levanger	17	Nord-Trøndelag
7629	YTTERØY	1719	Levanger	17	Nord-Trøndelag
7630	ÅSEN	1719	Levanger	17	Nord-Trøndelag
7631	ÅSEN	1719	Levanger	17	Nord-Trøndelag
7632	ÅSENFJORD	1719	Levanger	17	Nord-Trøndelag
7633	FROSTA	1717	Frosta	17	Nord-Trøndelag
7634	FROSTA	1717	Frosta	17	Nord-Trøndelag
7650	VERDAL	1721	Verdal	17	Nord-Trøndelag
7651	VERDAL	1721	Verdal	17	Nord-Trøndelag
7658	VERDAL	1721	Verdal	17	Nord-Trøndelag
7660	VUKU	1721	Verdal	17	Nord-Trøndelag
7663	STIKLESTAD	1721	Verdal	17	Nord-Trøndelag
7670	INDERØY	1729	Inderøy	17	Nord-Trøndelag
7671	INDERØY	1729	Inderøy	17	Nord-Trøndelag
7690	MOSVIK	1723	Mosvik	17	Nord-Trøndelag
7701	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7702	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7703	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7704	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7705	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7707	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7708	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7709	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7710	SPARBU	1702	Steinkjer	17	Nord-Trøndelag
7711	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7712	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7713	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7714	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7715	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7716	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7717	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7718	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7724	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7725	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7726	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7729	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7730	BEITSTAD	1702	Steinkjer	17	Nord-Trøndelag
7732	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7734	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7735	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7736	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7737	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7738	STEINKJER	1702	Steinkjer	17	Nord-Trøndelag
7739	BEITSTAD	1702	Steinkjer	17	Nord-Trøndelag
7740	STEINSDALEN	1633	Osen	16	Sør-Trøndelag
7742	YTTERVÅG	1633	Osen	16	Sør-Trøndelag
7744	HEPSØY	1633	Osen	16	Sør-Trøndelag
7745	OPPLAND	1749	Flatanger	17	Nord-Trøndelag
7746	HASVÅG	1749	Flatanger	17	Nord-Trøndelag
7748	SÆTERVIK	1633	Osen	16	Sør-Trøndelag
7750	NAMDALSEID	1725	Namdalseid	17	Nord-Trøndelag
7751	NAMDALSEID	1725	Namdalseid	17	Nord-Trøndelag
7760	SNÅSA	1736	Snåsa	17	Nord-Trøndelag
7761	SNÅSA	1736	Snåsa	17	Nord-Trøndelag
7770	FLATANGER	1749	Flatanger	17	Nord-Trøndelag
7771	FLATANGER	1749	Flatanger	17	Nord-Trøndelag
7777	NORD-STATLAND	1725	Namdalseid	17	Nord-Trøndelag
7790	MALM	1724	Verran	17	Nord-Trøndelag
7791	MALM	1724	Verran	17	Nord-Trøndelag
7796	FOLLAFOSS	1724	Verran	17	Nord-Trøndelag
7797	VERRABOTN	1724	Verran	17	Nord-Trøndelag
7800	NAMSOS	1703	Namsos	17	Nord-Trøndelag
7801	NAMSOS	1703	Namsos	17	Nord-Trøndelag
7808	NAMSOS	1703	Namsos	17	Nord-Trøndelag
7809	NAMSOS	1703	Namsos	17	Nord-Trøndelag
7817	SALSNES	1748	Fosnes	17	Nord-Trøndelag
7818	LUND	1751	Nærøy	17	Nord-Trøndelag
7819	FOSSLANDSOSEN	1703	Namsos	17	Nord-Trøndelag
7820	SPILLUM	1703	Namsos	17	Nord-Trøndelag
7822	BANGSUND	1703	Namsos	17	Nord-Trøndelag
7856	JØA	1748	Fosnes	17	Nord-Trøndelag
7860	SKAGE I NAMDALEN	1744	Overhalla	17	Nord-Trøndelag
7863	OVERHALLA	1744	Overhalla	17	Nord-Trøndelag
7864	OVERHALLA	1744	Overhalla	17	Nord-Trøndelag
7869	SKAGE I NAMDALEN	1744	Overhalla	17	Nord-Trøndelag
7870	GRONG	1742	Grong	17	Nord-Trøndelag
7871	GRONG	1742	Grong	17	Nord-Trøndelag
7873	HARRAN	1742	Grong	17	Nord-Trøndelag
7882	NORDLI	1738	Lierne	17	Nord-Trøndelag
7884	SØRLI	1738	Lierne	17	Nord-Trøndelag
7890	NAMSSKOGAN	1740	Namsskogan	17	Nord-Trøndelag
7892	TRONES	1740	Namsskogan	17	Nord-Trøndelag
7893	SKOROVATN	1740	Namsskogan	17	Nord-Trøndelag
7893	SKOROVATN	1739	Røyrvik	17	Nord-Trøndelag
7896	BREKKVASSELV	1740	Namsskogan	17	Nord-Trøndelag
7898	LIMINGEN	1739	Røyrvik	17	Nord-Trøndelag
7900	RØRVIK	1750	Vikna	17	Nord-Trøndelag
7901	RØRVIK	1750	Vikna	17	Nord-Trøndelag
7940	OTTERSØY	1751	Nærøy	17	Nord-Trøndelag
7944	INDRE NÆRØY	1751	Nærøy	17	Nord-Trøndelag
7950	ABELVÆR	1751	Nærøy	17	Nord-Trøndelag
7960	SALSBRUKET	1751	Nærøy	17	Nord-Trøndelag
7970	KOLVEREID	1751	Nærøy	17	Nord-Trøndelag
7971	KOLVEREID	1751	Nærøy	17	Nord-Trøndelag
7973	GJERDINGA	1751	Nærøy	17	Nord-Trøndelag
7976	KONGSMOEN	1743	Høylandet	17	Nord-Trøndelag
7977	HØYLANDET	1743	Høylandet	17	Nord-Trøndelag
7980	TERRÅK	1811	Bindal	18	Nordland
7981	HARANGSFJORD	1811	Bindal	18	Nordland
7982	BINDALSEIDET	1811	Bindal	18	Nordland
7985	FOLDEREID	1751	Nærøy	17	Nord-Trøndelag
7990	NAUSTBUKTA	1751	Nærøy	17	Nord-Trøndelag
7993	GUTVIK	1755	Leka	17	Nord-Trøndelag
7994	LEKA	1755	Leka	17	Nord-Trøndelag
8001	BODØ	1804	Bodø	18	Nordland
8002	BODØ	1804	Bodø	18	Nordland
8003	BODØ	1804	Bodø	18	Nordland
8004	BODØ	1804	Bodø	18	Nordland
8005	BODØ	1804	Bodø	18	Nordland
8006	BODØ	1804	Bodø	18	Nordland
8007	BODØ	1804	Bodø	18	Nordland
8008	BODØ	1804	Bodø	18	Nordland
8009	BODØ	1804	Bodø	18	Nordland
8010	BODØ	1804	Bodø	18	Nordland
8011	BODØ	1804	Bodø	18	Nordland
8012	BODØ	1804	Bodø	18	Nordland
8013	BODØ	1804	Bodø	18	Nordland
8014	BODØ	1804	Bodø	18	Nordland
8015	BODØ	1804	Bodø	18	Nordland
8016	BODØ	1804	Bodø	18	Nordland
8019	BODØ	1804	Bodø	18	Nordland
8020	BODØ	1804	Bodø	18	Nordland
8021	BODØ	1804	Bodø	18	Nordland
8022	BODØ	1804	Bodø	18	Nordland
8023	BODØ	1804	Bodø	18	Nordland
8026	BODØ	1804	Bodø	18	Nordland
8027	BODØ	1804	Bodø	18	Nordland
8028	BODØ	1804	Bodø	18	Nordland
8029	BODØ	1804	Bodø	18	Nordland
8030	BODØ	1804	Bodø	18	Nordland
8031	BODØ	1804	Bodø	18	Nordland
8032	BODØ	1804	Bodø	18	Nordland
8037	BODØ	1804	Bodø	18	Nordland
8038	BODØ	1804	Bodø	18	Nordland
8039	BODØ	1804	Bodø	18	Nordland
8041	BODØ	1804	Bodø	18	Nordland
8047	BODØ	1804	Bodø	18	Nordland
8048	BODØ	1804	Bodø	18	Nordland
8049	BODØ	1804	Bodø	18	Nordland
8050	TVERLANDET	1804	Bodø	18	Nordland
8056	SALTSTRAUMEN	1804	Bodø	18	Nordland
8058	TVERLANDET	1804	Bodø	18	Nordland
8063	VÆRØY	1857	Værøy	18	Nordland
8064	RØST	1856	Røst	18	Nordland
8070	BODØ	1804	Bodø	18	Nordland
8071	BODØ	1804	Bodø	18	Nordland
8072	BODØ	1804	Bodø	18	Nordland
8073	BODØ	1804	Bodø	18	Nordland
8074	BODØ	1804	Bodø	18	Nordland
8075	BODØ	1804	Bodø	18	Nordland
8076	BODØ	1804	Bodø	18	Nordland
8079	BODØ	1804	Bodø	18	Nordland
8084	BODØ	1804	Bodø	18	Nordland
8086	BODØ	1804	Bodø	18	Nordland
8087	BODØ	1804	Bodø	18	Nordland
8088	BODØ	1804	Bodø	18	Nordland
8089	BODØ	1804	Bodø	18	Nordland
8091	BODØ	1804	Bodø	18	Nordland
8092	BODØ	1804	Bodø	18	Nordland
8093	KJERRINGØY	1804	Bodø	18	Nordland
8094	FLEINVÆR	1838	Gildeskål	18	Nordland
8095	HELLIGVÆR	1804	Bodø	18	Nordland
8096	BLIKSVÆR	1804	Bodø	18	Nordland
8097	GIVÆR	1804	Bodø	18	Nordland
8098	LANDEGODE	1804	Bodø	18	Nordland
8099	JAN MAYEN	2211	Jan Mayen	22	Jan Mayen
8100	MISVÆR	1804	Bodø	18	Nordland
8102	SKJERSTAD	1804	Bodø	18	Nordland
8103	BREIVIK I SALTEN	1804	Bodø	18	Nordland
8108	MISVÆR	1804	Bodø	18	Nordland
8110	MOLDJORD	1839	Beiarn	18	Nordland
8114	TOLLÅ	1839	Beiarn	18	Nordland
8118	MOLDJORD	1839	Beiarn	18	Nordland
8120	NYGÅRDSJØEN	1838	Gildeskål	18	Nordland
8128	YTRE BEIARN	1839	Beiarn	18	Nordland
8130	SANDHORNØY	1838	Gildeskål	18	Nordland
8135	SØRARNØY	1838	Gildeskål	18	Nordland
8136	NORDARNØY	1838	Gildeskål	18	Nordland
8138	INNDYR	1838	Gildeskål	18	Nordland
8140	INNDYR	1838	Gildeskål	18	Nordland
8145	STORVIK	1838	Gildeskål	18	Nordland
8146	REIPÅ	1837	Meløy	18	Nordland
8149	NEVERDAL	1837	Meløy	18	Nordland
8150	ØRNES	1837	Meløy	18	Nordland
8151	ØRNES	1837	Meløy	18	Nordland
8157	MELØY	1837	Meløy	18	Nordland
8158	BOLGA	1837	Meløy	18	Nordland
8159	STØTT	1837	Meløy	18	Nordland
8160	GLOMFJORD	1837	Meløy	18	Nordland
8161	GLOMFJORD	1837	Meløy	18	Nordland
8168	ENGAVÅGEN	1837	Meløy	18	Nordland
8170	ENGAVÅGEN	1837	Meløy	18	Nordland
8171	SVARTISEN GÅRD	1837	Meløy	18	Nordland
8178	HALSA	1837	Meløy	18	Nordland
8181	MYKEN	1836	Rødøy	18	Nordland
8182	MELFJORDBOTN	1836	Rødøy	18	Nordland
8184	ÅGSKARDET	1837	Meløy	18	Nordland
8185	VÅGAHOLMEN	1836	Rødøy	18	Nordland
8186	TJONGSFJORDEN	1836	Rødøy	18	Nordland
8187	JEKTVIK	1836	Rødøy	18	Nordland
8188	NORDVERNES	1836	Rødøy	18	Nordland
8189	GJERSVIKGRENDA	1836	Rødøy	18	Nordland
8190	SØRFJORDEN	1836	Rødøy	18	Nordland
8193	RØDØY	1836	Rødøy	18	Nordland
8195	GJERØY	1836	Rødøy	18	Nordland
8196	SELSØYVIK	1836	Rødøy	18	Nordland
8197	STORSELSØY	1836	Rødøy	18	Nordland
8198	NORDNESØY	1836	Rødøy	18	Nordland
8200	FAUSKE	1841	Fauske	18	Nordland
8201	FAUSKE	1841	Fauske	18	Nordland
8202	FAUSKE	1841	Fauske	18	Nordland
8205	FAUSKE	1841	Fauske	18	Nordland
8210	FAUSKE	1841	Fauske	18	Nordland
8215	VALNESFJORD	1841	Fauske	18	Nordland
8220	RØSVIK	1845	Sørfold	18	Nordland
8226	STRAUMEN	1845	Sørfold	18	Nordland
8230	SULITJELMA	1841	Fauske	18	Nordland
8231	SULITJELMA	1841	Fauske	18	Nordland
8232	STRAUMEN	1845	Sørfold	18	Nordland
8233	VALNESFJORD	1841	Fauske	18	Nordland
8250	ROGNAN	1840	Saltdal	18	Nordland
8251	ROGNAN	1840	Saltdal	18	Nordland
8255	RØKLAND	1840	Saltdal	18	Nordland
8256	RØKLAND	1840	Saltdal	18	Nordland
8260	INNHAVET	1849	Hamarøy	18	Nordland
8261	INNHAVET	1849	Hamarøy	18	Nordland
8264	ENGAN	1845	Sørfold	18	Nordland
8266	MØRSVIKBOTN	1845	Sørfold	18	Nordland
8270	DRAG	1850	Tysfjord	18	Nordland
8271	DRAG	1850	Tysfjord	18	Nordland
8273	NEVERVIK	1850	Tysfjord	18	Nordland
8274	MUSKEN	1850	Tysfjord	18	Nordland
8275	STORJORD I TYSFJORD	1850	Tysfjord	18	Nordland
8276	ULVSVÅG	1849	Hamarøy	18	Nordland
8281	LEINESFJORD	1848	Steigen	18	Nordland
8283	LEINESFJORD	1848	Steigen	18	Nordland
8285	LEINES	1848	Steigen	18	Nordland
8286	NORDFOLD	1848	Steigen	18	Nordland
8288	BOGØY	1848	Steigen	18	Nordland
8289	VÅG	1848	Steigen	18	Nordland
8290	SKUTVIK	1849	Hamarøy	18	Nordland
8291	SKUTVIK	1849	Hamarøy	18	Nordland
8294	HAMARØY	1849	Hamarøy	18	Nordland
8297	TRANØY	1849	Hamarøy	18	Nordland
8298	HAMARØY	1849	Hamarøy	18	Nordland
8300	SVOLVÆR	1865	Vågan	18	Nordland
8301	SVOLVÆR	1865	Vågan	18	Nordland
8305	SVOLVÆR	1865	Vågan	18	Nordland
8309	KABELVÅG	1865	Vågan	18	Nordland
8310	KABELVÅG	1865	Vågan	18	Nordland
8311	HENNINGSVÆR	1865	Vågan	18	Nordland
8312	HENNINGSVÆR	1865	Vågan	18	Nordland
8313	KLEPPSTAD	1865	Vågan	18	Nordland
8314	GIMSØYSAND	1865	Vågan	18	Nordland
8315	LAUKVIK	1865	Vågan	18	Nordland
8316	LAUPSTAD	1865	Vågan	18	Nordland
8317	STRØNSTAD	1866	Hadsel	18	Nordland
8320	SKROVA	1865	Vågan	18	Nordland
8322	BRETTESNES	1865	Vågan	18	Nordland
8323	STORFJELL	1865	Vågan	18	Nordland
8324	DIGERMULEN	1865	Vågan	18	Nordland
8325	TENGELFJORD	1866	Hadsel	18	Nordland
8326	MYRLAND	1866	Hadsel	18	Nordland
8328	STOREMOLLA	1865	Vågan	18	Nordland
8340	STAMSUND	1860	Vestvågøy	18	Nordland
8352	SENNESVIK	1860	Vestvågøy	18	Nordland
8360	BØSTAD	1860	Vestvågøy	18	Nordland
8370	LEKNES	1860	Vestvågøy	18	Nordland
8372	GRAVDAL	1860	Vestvågøy	18	Nordland
8373	BALLSTAD	1860	Vestvågøy	18	Nordland
8375	LEKNES	1860	Vestvågøy	18	Nordland
8376	LEKNES	1860	Vestvågøy	18	Nordland
8377	GRAVDAL	1860	Vestvågøy	18	Nordland
8378	STAMSUND	1860	Vestvågøy	18	Nordland
8380	RAMBERG	1859	Flakstad	18	Nordland
8382	NAPP	1859	Flakstad	18	Nordland
8384	SUND I LOFOTEN	1859	Flakstad	18	Nordland
8387	FREDVANG	1859	Flakstad	18	Nordland
8388	RAMBERG	1859	Flakstad	18	Nordland
8390	REINE	1874	Moskenes	18	Nordland
8392	SØRVÅGEN	1874	Moskenes	18	Nordland
8393	SØRVÅGEN	1874	Moskenes	18	Nordland
8398	REINE	1874	Moskenes	18	Nordland
8400	SORTLAND	1870	Sortland	18	Nordland
8401	SORTLAND	1870	Sortland	18	Nordland
8405	SORTLAND	1870	Sortland	18	Nordland
8407	GODFJORD	1870	Sortland	18	Nordland
8408	SANDSET	1868	Øksnes	18	Nordland
8409	GULLESFJORD	1911	Kvæfjord	19	Troms
8410	LØDINGEN	1851	Lødingen	18	Nordland
8411	LØDINGEN	1851	Lødingen	18	Nordland
8412	VESTBYGD	1851	Lødingen	18	Nordland
8413	KVITNES	1866	Hadsel	18	Nordland
8414	HENNES	1866	Hadsel	18	Nordland
8415	HENNES	1866	Hadsel	18	Nordland
8426	BARKESTAD	1868	Øksnes	18	Nordland
8428	TUNSTAD	1868	Øksnes	18	Nordland
8430	MYRE	1868	Øksnes	18	Nordland
8432	ALSVÅG	1868	Øksnes	18	Nordland
8438	STØ	1868	Øksnes	18	Nordland
8439	MYRE	1868	Øksnes	18	Nordland
8445	MELBU	1866	Hadsel	18	Nordland
8446	MELBU	1866	Hadsel	18	Nordland
8447	LONKAN	1866	Hadsel	18	Nordland
8450	STOKMARKNES	1866	Hadsel	18	Nordland
8452	STOKMARKNES	1866	Hadsel	18	Nordland
8455	STOKMARKNES	1866	Hadsel	18	Nordland
8459	MELBU	1866	Hadsel	18	Nordland
8465	STRAUMSJØEN	1867	Bø	18	Nordland
8469	BØ I VESTERÅLEN	1867	Bø	18	Nordland
8470	BØ I VESTERÅLEN	1867	Bø	18	Nordland
8475	STRAUMSJØEN	1867	Bø	18	Nordland
8480	ANDENES	1871	Andøy	18	Nordland
8481	BLEIK	1871	Andøy	18	Nordland
8483	ANDENES	1871	Andøy	18	Nordland
8484	RISØYHAMN	1871	Andøy	18	Nordland
8485	DVERBERG	1871	Andøy	18	Nordland
8488	NØSS	1871	Andøy	18	Nordland
8489	NORDMELA	1871	Andøy	18	Nordland
8493	RISØYHAMN	1871	Andøy	18	Nordland
8501	NARVIK	1805	Narvik	18	Nordland
8502	NARVIK	1805	Narvik	18	Nordland
8503	NARVIK	1805	Narvik	18	Nordland
8504	NARVIK	1805	Narvik	18	Nordland
8505	NARVIK	1805	Narvik	18	Nordland
8506	NARVIK	1805	Narvik	18	Nordland
8507	NARVIK	1805	Narvik	18	Nordland
8508	NARVIK	1805	Narvik	18	Nordland
8509	NARVIK	1805	Narvik	18	Nordland
8510	NARVIK	1805	Narvik	18	Nordland
8512	NARVIK	1805	Narvik	18	Nordland
8513	ANKENESSTRAND	1805	Narvik	18	Nordland
8514	NARVIK	1805	Narvik	18	Nordland
8515	NARVIK	1805	Narvik	18	Nordland
8516	NARVIK	1805	Narvik	18	Nordland
8517	NARVIK	1805	Narvik	18	Nordland
8518	NARVIK	1805	Narvik	18	Nordland
8520	ANKENESSTRAND	1805	Narvik	18	Nordland
8522	BEISFJORD	1805	Narvik	18	Nordland
8523	ELVEGARD	1805	Narvik	18	Nordland
8530	BJERKVIK	1805	Narvik	18	Nordland
8531	BJERKVIK	1805	Narvik	18	Nordland
8533	BOGEN I OFOTEN	1853	Evenes	18	Nordland
8534	LILAND	1853	Evenes	18	Nordland
8535	TÅRSTAD	1853	Evenes	18	Nordland
8536	EVENES	1853	Evenes	18	Nordland
8539	BOGEN I OFOTEN	1853	Evenes	18	Nordland
8540	BALLANGEN	1854	Ballangen	18	Nordland
8542	KJELDEBOTN	1854	Ballangen	18	Nordland
8543	KJELDEBOTN	1854	Ballangen	18	Nordland
8546	BALLANGEN	1854	Ballangen	18	Nordland
8587	STORÅ	1850	Tysfjord	18	Nordland
8590	KJØPSVIK	1850	Tysfjord	18	Nordland
8591	KJØPSVIK	1850	Tysfjord	18	Nordland
8601	MO I RANA	1833	Rana	18	Nordland
8602	MO I RANA	1833	Rana	18	Nordland
8603	MO I RANA	1833	Rana	18	Nordland
8604	MO I RANA	1833	Rana	18	Nordland
8605	MO I RANA	1833	Rana	18	Nordland
8606	MO I RANA	1833	Rana	18	Nordland
8607	MO I RANA	1833	Rana	18	Nordland
8608	MO I RANA	1833	Rana	18	Nordland
8610	MO I RANA	1833	Rana	18	Nordland
8613	MO I RANA	1833	Rana	18	Nordland
8614	MO I RANA	1833	Rana	18	Nordland
8615	SKONSENG	1833	Rana	18	Nordland
8616	MO I RANA	1833	Rana	18	Nordland
8617	DALSGRENDA	1833	Rana	18	Nordland
8618	MO I RANA	1833	Rana	18	Nordland
8622	MO I RANA	1833	Rana	18	Nordland
8624	MO I RANA	1833	Rana	18	Nordland
8626	MO I RANA	1833	Rana	18	Nordland
8629	SVARTISDAL	1833	Rana	18	Nordland
8630	STORFORSHEI	1833	Rana	18	Nordland
8634	MO I RANA	1833	Rana	18	Nordland
8635	POLARSIRKELEN	1833	Rana	18	Nordland
8638	STORFORSHEI	1833	Rana	18	Nordland
8640	HEMNESBERGET	1832	Hemnes	18	Nordland
8641	HEMNESBERGET	1832	Hemnes	18	Nordland
8642	FINNEIDFJORD	1832	Hemnes	18	Nordland
8643	BJERKA	1832	Hemnes	18	Nordland
8646	KORGEN	1832	Hemnes	18	Nordland
8647	BLEIKVASSLIA	1832	Hemnes	18	Nordland
8648	KORGEN	1832	Hemnes	18	Nordland
8651	MOSJØEN	1824	Vefsn	18	Nordland
8654	MOSJØEN	1824	Vefsn	18	Nordland
8655	MOSJØEN	1824	Vefsn	18	Nordland
8656	MOSJØEN	1824	Vefsn	18	Nordland
8657	MOSJØEN	1824	Vefsn	18	Nordland
8658	MOSJØEN	1824	Vefsn	18	Nordland
8659	MOSJØEN	1824	Vefsn	18	Nordland
8661	MOSJØEN	1824	Vefsn	18	Nordland
8663	MOSJØEN	1824	Vefsn	18	Nordland
8664	MOSJØEN	1824	Vefsn	18	Nordland
8665	MOSJØEN	1824	Vefsn	18	Nordland
8672	ELSFJORD	1824	Vefsn	18	Nordland
8680	TROFORS	1825	Grane	18	Nordland
8681	TROFORS	1825	Grane	18	Nordland
8690	HATTFJELLDAL	1826	Hattfjelldal	18	Nordland
8691	HATTFJELLDAL	1826	Hattfjelldal	18	Nordland
8700	NESNA	1828	Nesna	18	Nordland
8701	NESNA	1828	Nesna	18	Nordland
8720	VIKHOLMEN	1828	Nesna	18	Nordland
8723	HUSBY	1828	Nesna	18	Nordland
8724	SAURA	1828	Nesna	18	Nordland
8725	UTSKARPEN	1833	Rana	18	Nordland
8726	UTSKARPEN	1833	Rana	18	Nordland
8730	BRATLAND	1834	Lurøy	18	Nordland
8732	ALDRA	1834	Lurøy	18	Nordland
8733	STUVLAND	1834	Lurøy	18	Nordland
8735	STOKKVÅGEN	1834	Lurøy	18	Nordland
8740	NORD-SOLVÆR	1834	Lurøy	18	Nordland
8742	SELVÆR	1835	Træna	18	Nordland
8743	INDRE KVARØY	1834	Lurøy	18	Nordland
8750	TONNES	1834	Lurøy	18	Nordland
8752	KONSVIKOSEN	1834	Lurøy	18	Nordland
8753	KONSVIKOSEN	1834	Lurøy	18	Nordland
8754	ØRESVIK	1836	Rødøy	18	Nordland
8761	SLENESET	1834	Lurøy	18	Nordland
8762	SLENESET	1834	Lurøy	18	Nordland
8764	LOVUND	1834	Lurøy	18	Nordland
8766	LURØY	1834	Lurøy	18	Nordland
8767	LURØY	1834	Lurøy	18	Nordland
8770	TRÆNA	1835	Træna	18	Nordland
8800	SANDNESSJØEN	1820	Alstahaug	18	Nordland
8801	SANDNESSJØEN	1820	Alstahaug	18	Nordland
8805	SANDNESSJØEN	1820	Alstahaug	18	Nordland
8813	KOPARDAL	1827	Dønna	18	Nordland
8820	DØNNA	1827	Dønna	18	Nordland
8827	DØNNA	1827	Dønna	18	Nordland
8830	VANDVE	1827	Dønna	18	Nordland
8842	BRASØY	1818	Herøy	18	Nordland
8844	SANDVÆR	1818	Herøy	18	Nordland
8850	HERØY	1818	Herøy	18	Nordland
8851	HERØY	1818	Herøy	18	Nordland
8852	HERØY	1818	Herøy	18	Nordland
8854	AUSTBØ	1820	Alstahaug	18	Nordland
8860	TJØTTA	1820	Alstahaug	18	Nordland
8865	TRO	1820	Alstahaug	18	Nordland
8870	VISTHUS	1816	Vevelstad	18	Nordland
8880	BÆRØYVÅGEN	1820	Alstahaug	18	Nordland
8883	HUSVIKA	1824	Vefsn	18	Nordland
8890	LEIRFJORD	1822	Leirfjord	18	Nordland
8891	LEIRFJORD	1822	Leirfjord	18	Nordland
8892	SUNDØY	1822	Leirfjord	18	Nordland
8897	BARDAL	1822	Leirfjord	18	Nordland
8900	BRØNNØYSUND	1813	Brønnøy	18	Nordland
8901	BRØNNØYSUND	1813	Brønnøy	18	Nordland
8905	BRØNNØYSUND	1813	Brønnøy	18	Nordland
8910	BRØNNØYSUND	1813	Brønnøy	18	Nordland
8920	SØMNA	1812	Sømna	18	Nordland
8921	SØMNA	1812	Sømna	18	Nordland
8922	SØMNA	1812	Sømna	18	Nordland
8960	HOMMELSTØ	1813	Brønnøy	18	Nordland
8961	HOMMELSTØ	1813	Brønnøy	18	Nordland
8976	VEVELSTAD	1816	Vevelstad	18	Nordland
8978	HESSTUN	1816	Vevelstad	18	Nordland
8980	VEGA	1815	Vega	18	Nordland
8981	VEGA	1815	Vega	18	Nordland
8985	YLVINGEN	1815	Vega	18	Nordland
9006	TROMSØ	1902	Tromsø	19	Troms
9007	TROMSØ	1902	Tromsø	19	Troms
9008	TROMSØ	1902	Tromsø	19	Troms
9009	TROMSØ	1902	Tromsø	19	Troms
9010	TROMSØ	1902	Tromsø	19	Troms
9011	TROMSØ	1902	Tromsø	19	Troms
9012	TROMSØ	1902	Tromsø	19	Troms
9013	TROMSØ	1902	Tromsø	19	Troms
9014	TROMSØ	1902	Tromsø	19	Troms
9015	TROMSØ	1902	Tromsø	19	Troms
9016	TROMSØ	1902	Tromsø	19	Troms
9017	TROMSØ	1902	Tromsø	19	Troms
9018	TROMSØ	1902	Tromsø	19	Troms
9019	TROMSØ	1902	Tromsø	19	Troms
9020	TROMSDALEN	1902	Tromsø	19	Troms
9022	KROKELVDALEN	1902	Tromsø	19	Troms
9024	TOMASJORD	1902	Tromsø	19	Troms
9027	RAMFJORDBOTN	1902	Tromsø	19	Troms
9030	SJURSNES	1902	Tromsø	19	Troms
9034	OLDERVIK	1902	Tromsø	19	Troms
9037	TROMSØ	1902	Tromsø	19	Troms
9038	TROMSØ	1902	Tromsø	19	Troms
9040	NORDKJOSBOTN	1933	Balsfjord	19	Troms
9042	LAKSVATN	1933	Balsfjord	19	Troms
9043	JØVIK	1902	Tromsø	19	Troms
9046	OTEREN	1939	Storfjord	19	Troms
9049	NORDKJOSBOTN	1933	Balsfjord	19	Troms
9050	STORSTEINNES	1933	Balsfjord	19	Troms
9054	MALANGSEIDET	1933	Balsfjord	19	Troms
9055	MEISTERVIK	1933	Balsfjord	19	Troms
9056	MORTENHALS	1933	Balsfjord	19	Troms
9057	VIKRAN	1902	Tromsø	19	Troms
9059	STORSTEINNES	1933	Balsfjord	19	Troms
9060	LYNGSEIDET	1938	Lyngen	19	Troms
